PairID,Protocol/Results,PMCID,Link,Text,Level of randomization,Restrictions to randomization (check all that apply),Trial design (select the best answer),Factors (select the best answer),Framework (select the best answer),Used full article
6,Protocol,PMC3751729,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3751729/,"...The primary aim of the present study is to assess whether adding lithium to standard therapy is an effective treatment strategy to reduce the risk of suicidal behaviour in long term treatment of people with TRD and previous history of DSH. Secondary aims of the study are: (a) to assess whether adding lithium has a specific impact in improving depressive symptoms; (b) to assess the long term tolerability profile of the lithium-augmentation strategy....In a multi-centre, 12-month, superiority trial, we will randomise patients with TRD and history of DSH to (i) add lithium to usual treatment (add-on lithium strategy) or (ii) avoid lithium in usual treatment (without-lithium strategy)....Patients will be randomly assigned to one of the two treatment groups with an equal probability of assignment to each treatment (allocation ratio 1:1). A centralised randomisation procedure will be employed. The trial biostatistician will prepare the sequence of treatments randomly permuted in blocks of unequal size. The allocation will be stratified by presence or absence of Axis II diagnosis (patients with unipolar major depression AND personality disorder vs patients with unipolar major depression WITHOUT personality disorder) because this variable may have an impact on the study outcomes (see Discussion).The randomisation schedule will be generated using nQuery Advisor, release 7.0....### Power analysis and sample size calculation When we first drafted the study protocol, the sample size calculation was based on data from three antidepressant clinical trials that employed completed and attempted suicide as the primary endpoint [7,8] (for details, see clinicaltrials.gov, ClinicalTrials.gov identifier:  NCT00927550). However, the most recently published evidence has shown that the event rate of completed and attempted suicide in patients with unipolar, recurrent depression (with or without Axis II diagnosis) is higher than expected and can be more than 35% at 12 months [22,23]. According to this data, hypothesising that lithium augmentation (experimental group) would show a clinically significant advantage by producing an event rate of 10% [7,8], a sample size of 210 patients (105 in each group) achieves 80% power for a 0.05 level of two-sided log-rank test (31 events expected)....",Individual persons ,Stratification,Parallel ,Single factors,Superiority,No
6,Results,PMC4210495,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4210495/,"...We carried out a randomised, parallel group, assessor-blinded superiority clinical trial....On these grounds, we designed a pragmatic randomised trial to assess whether adding lithium to usual care is an effective treatment strategy to reduce the risk of suicidal behaviour in long term treatment of people with TRD and previous history of DSH....The study was funded by the Italian Medicine Agency and received ethical approval in each participating site....Patients were randomly assigned to one of the two treatment groups with an equal probability of assignment to each treatment (allocation ratio 1:1). A centralised randomisation procedure was employed to preserve allocation concealment and stratified by presence or absence of Axis II diagnosis....A sample size calculation [5] revealed that 210 patients would have 80% power to show a clinically significant advantage associated with lithium treatment....On this occasion, however, of more than 50 Italian community psychiatric services that were initially interested in the study, only 22 were able to contribute and randomised at least one patient....",Individual persons ,Stratification,Parallel ,Single factors,Superiority,No
7,Protocol,PMC6311046,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6311046/,"...### Study aims #### Primary aim 1. To compare the symptomatic rhythm detection rate at 90 days of a smart phone-based event recorder (AliveCor Monitor) compared to standard care for participants presenting to the ED with palpitations and pre-syncope with no obvious cause in the ED....#### Secondary aims 1. To investigate the symptomatic rhythm detection rate for cardiac arrhythmia detection at 90 days of a smart phone-based event recorder compared to standard care for participants presenting to the ED with palpitations and pre-syncope. 2. To compare the time to detection of symptomatic rhythm versus standard care. 3. To compare the time to detection of cardiac arrhythmia (rhythm that is not sinus rhythm/sinus tachycardia/ectopic beats) versus standard care. 4. To compare the number of participants treated or (planned for treatment) for cardiac arrhythmia versus standard care....6. To compare the cost of symptomatic rhythm detection at 90 days of a smart phone-based event recorder compared to standard care for participants presenting to the ED with palpitations and pre-syncope. 7. To compare serious outcomes at 90 days (all cause death and major adverse cardiac events [MACE] = myocardial infarction, life-threatening arrhythmia, insertion of a pacemaker or internal cardiac defibrillator, insertion of pacing wire) in participants using a smart phone-based event recorder compared to standard care....This is a multi-centre hospital ED / AMU open label, randomised controlled trial of participants aged ≥ 16 years presenting with an episode of palpitations or pre-syncope and whose underlying ECG rhythm during these episodes remains undiagnosed after ED assessment....EDs and AMUs of 10 tertiary and district general hospitals in the UK....A total of 242 consecutive participants aged ≥ 16 years presenting with an episode of palpitations or pre-syncope and whose underlying ECG rhythm during these episodes remains undiagnosed after ED assessment shall be recruited into the study....Participants will be equally distributed between the two study arms with 121 participants in each arm. In order that participants are randomly allocated to a treatment group, while maintaining a balance across the treatment groups, randomisation will be by permuted block randomisation. Randomisation codes will be generated; blinded envelopes will be prepared and labelled in accordance with the randomisation list for each participating site. Permuted random block sizes of 30 will be used....### Statistics and sample size calculation Using a symptomatic rhythm detection rate at 90 days of 25% [12] versus standard care (10%), we estimate 110 participants in each group would have 80% power to determine a 15% improvement in symptomatic rhythm detection. We will recruit an extra 10% in each arm to allow for drop-out (i.e. 121 participants in each arm). Our ED sees around 500 eligible participants a year. Assuming a 50% recruitment rate, we estimate we will need to recruit for 15 months....The IPED study will recruit 242 participants across 10 hospital sites....",Individual persons ,Blocking,Parallel ,Single factors,Superiority,No
7,Results,PMC6537555,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6537555/,"...This trial sought to clarify whether there is any benefit to adding a smartphone-based electrocardiogram (ECG) monitoring event recorder to standard care....The primary aim of this study is to compare the symptomatic rhythm detection rate at 90 days of a smartphone-based event recorder (AliveCor) alongside standard care, compared to standard care alone, for participants presenting to the ED with palpitations and pre-syncope with no obvious cause evident at initial consultation....Multi-centre open label randomised controlled trial in EDs and Acute Medical Units (AMU) of 10 tertiary and district general hospitals in the UK....Participants were equally distributed between the two study groups. To balance site-level characteristics and ensure investigators could not predict the group allocation of the next-to-be enrolled patient, randomisation was by permuted block randomisation by site....Blocks were randomly labelled using random number generation with site-specific study participation numbers and sent to each local study team....#### 5.4.1. Sample Size Using a symptomatic rhythm detection rate at 90 days of 25% [4] versus standard care (10%), we estimated that 110 participants in each group would have 80% power to determine an absolute 15 percentage point improvement in symptomatic rhythm detection. We aimed to recruit an extra 10% in each group to allow for drop out (i.e., 121 participants in each group)....Between 4 July 2016 and 9 January 2018, 243 participants were recruited to the study at 10 centres (Edinburgh 66 participants, 27.2%, Reading 57, 23.5%, Royal London 43, 17.7%, Exeter 24, 9.9%, Plymouth 15, 6.2%, Chesterfield 12, 4.9%, Leicester 12, 4.9%, Musgrove Park 5, 2.1%, Nottingham 5, 2.1%, Whipps Cross 4, 1.6%)....",Individual persons ,Blocking,Parallel ,Single factors,Superiority,No
8,Protocol,PMC4219009,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4219009/,"...The ‘Protect Your Family’ trial tests the effectiveness of a piloted behavioral intervention to significantly increase adherence to the PMTCT protocol among rural HIV-positive pregnant women, simultaneously determining whether the intervention conducted both with or without the participation of male partners will have an additive or synergistic (or negative) impact on PMTCT uptake. A full factorial clinic-randomized design is utilized, in which Phase one enrolls women (all of whom have male partners) alone to receive the intervention or time-matched attention control condition, and Phase two enrolls women together with their male partners, who receive a comparable men’s intervention (or control sessions). It is hypothesized that women receiving the intervention will be significantly more likely to adhere to PMTCT protocol elements and, consequently, significantly less likely to have an infant test HIV seropositive as compared to those women in the control condition. Additionally, it is hypothesized that the inclusion of male partners during the second phase of the study will further increase adherence to the PMTCT protocol among the experimental condition mothers....This study is a clinic-randomized controlled trial using a 2 × 2 × 5 comparison: Phase (women only or couples) × condition (experimental or control) × time (assessments given at baseline, 32 weeks pregnant, and six weeks, six months and 12 months postpartum)....Twelve CHCs were randomly assigned (see below) as intervention sites or standard of care sites, stratified by antenatal care clinic case load in the upper 50th percentile of MTCT rates (>13%)....The twelve CHCs were matched in a 1:1 ratio according to patient census and average ANC volume, and one clinic in each pair was randomly assigned to the experimental or control condition using a computer program written by the data manager....The first conducted the computer-generated randomization assignments stratified by clinic size (selected a seed for the random number generator, ran the program, and completed the table of condition assignments)....The total number of study participants (n = 2,160) will be 720 women in phase one and 720 couples (n = 1440) in phase 2; each CHC will recruit 60 women, followed by 60 couples, over 30 months....### Sample size determination The sample size was determined by a power analysis for the primary outcome of infant serostatus at six weeks. Averaged clinic data collected during and following the pilot study indicated that approximately 13% of infants will be seropositive at six weeks of age. Using an HIV PCR rate of 13% in the control arm, a power analysis indicated that six sites per condition (six experimental, six control) with an unadjusted sample size of 564 infants per phase would provide 80% power to detect a significant difference between conditions assuming a reduction to 4% in the intervention condition and intracluster correlation coefficients of up to 0.02 (depending on the two rates) with a two-tailed test at the 0.05 level [39]. The sample size of 720 pregnant women per phase was based on our experience in the pilot study, from which we anticipate a 16% miscarriage and infant death rate and a 5% attrition rate over 12 months (n = 156 lost; n = 564 retained)....",Cluster,Stratification,Parallel ,Complete factorial,Equivalence ,No
8,Results,PMC5732507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5732507/,"...Due to the higher rates of MTCT and reduced resources, the primary objective of the current study was to test whether this behavioural intervention delivered by lay health workers in rural South Africa could increase maternal HIV/PMTCT knowledge and reduce HIV transmission to infants....This study was a clinic-randomized controlled trial using a 1 × 2 × 5 comparison: women × condition (experimental or control) × time (assessments given at baseline, 32 weeks pregnant, and 6 weeks, 6 months and 12 months postpartum)....Twelve CHCs were randomly assigned as intervention sites or standard of care sites, stratified by antenatal care clinic case load in the upper 50th percentile of MTCT rates at the onset of the study (> 13%)....The twelve CHCs were matched in a 1:1 ratio according to patient census, average ANC volume, and MTCT rates; one clinic in each pair was randomly assigned to the experimental or control condition using a computer program written by the data manager....The first conducted the computer-generated randomization assignments stratified by clinic size, i.e., selected a seed for the random number generator, ran the program, and completed the table of condition assignments....### Sample size determination The sample size was determined by a power analysis for the primary outcome of infant HIV status at 6 weeks. Averaged clinic data collected during and following a pilot study in 2012 indicated that approximately 13% of infants would be HIV positive at 6 weeks of age. Using an HIV PCR rate of 13% in the control arm, a power analysis indicated that six sites per condition (six experimental, six control) with an unadjusted sample size of 564 infants would provide 80% power to detect a significant difference between conditions assuming a reduction to 4% in the intervention condition and intracluster correlation coefficients of up to .02 (depending on the two rates) with a two- tailed test at the .05 level [25]. The sample size of 720 pregnant women was based on our experience in the pilot study, from which we anticipate a 16% miscarriage and infant death rate and a 5% attrition rate over 12 months (n = 156 lost; n = 564 retained)....We used a Monte-Carlo simulation in Mplus to conduct a power analysis based on data obtained, acconting for our rates of attrition (Muthén & Muthén, Los Angeles, CA). All conditions were same as previously described, with the exception of specifying 50% attrition rates at 6 weeks for the primary outcome that was used to calculate the sample size a priori: infant HIV status. The results showed that with a sample size of 699 at baseline with attrition rates of 50% at 6 weeks, there is 82% power to detect a significant difference between conditions assuming a reduction to 4% in the intervention condition, which represents a small effect [37]....",Cluster,Stratification | Yoked pairs,Parallel ,Single factors,Equivalence ,No
9,Protocol,PMC3297520,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3297520/,"...The purpose of this study is to evaluate the efficacy of the KRG extract in reducing the frequency, severity and duration of ILI symptoms in healthy adults....### Study objectives The objectives of this RCT are to study whether the concentrated KRG extract can reduce the frequency, severity, and duration of ILI symptoms in healthy subjects. #### Primary objective To evaluate the efficacy of the KRG extract on the frequency of ILI onset in healthy subjects after 12 weeks of consumption. #### Secondary objectives To evaluate the following factors in healthy subjects after 12 weeks of consumption on: A) severity of ILI symptoms B) duration of ILI symptoms...This study is a randomized, double-blind, placebo-controlled, two-armed parallel clinical trial, comparing the KRG extract to placebo....100 subjects will be recruited through local advertising and doctor referrals from hospital outpatients and general practice clinics....The allocation ratio will be 1:1 in blocks of 2....Random numbers will be generated by a computerized random-number generator through the block-randomization method of a software program (Excel, Microsoft Office 2007) for sequence generation....#### Sample size This pilot study is the first clinical trials using KRG extract for Korean population. So, there was limited information about the prevention of influenza incidence or symptom releases. Therefore, we had designed a preliminary test using total 100 participants (50:50)....This study was financially supported by a contract with Ministry for Food, Agriculture, Forestry and Fisheries (MIFAFF)/Korea Food Research Institute (KFRI)/Institute of Jinan Red Ginseng (IJRG) and is being conducted at the Clinical Trial Center for Functional Food of Chonbuk National University Hospital.",Individual persons ,None (simple),Parallel ,Single factors,Exploratory ,No
9,Results,PMC3524425,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3524425/,"...In this study, to investigate the effectiveness of KRG for its preventive activity against ARI, we administered KRG and placebo to healthy volunteers for 12 weeks....This study was a 12 weeks, randomized, double-blind, placebo-controlled clinical trial at the onset of the influenza season at the Chonbuk National University Hospital (Fig. 1)....A random number between 1 and 100 was generated by a computer for each subject....The enrolled subjects were scheduled for the first visit, and subjects were randomly assigned to one of two groups, the concentrated red ginseng (n = 50) or placebo (n = 50) group....",Individual persons ,None (simple),Parallel ,Single factors,Exploratory ,No
10,Protocol,PMC3898142,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3898142/,"...With the aim of further addressing this issue, we designed a 12-month, prospective, multicenter, open, parallel group, randomized, and controlled clinical trial to evaluate the impact of structured SMBG on glycemic control in non-insulin-treated T2DM patients....The Prospective, Randomized Trial on Intensive SMBG Management Added Value in Non-insulin-Treated T2DM Patients (PRISMA) is a 12-month, prospective, multicenter, open, parallel group, randomized, and controlled clinical trial that was designed to evaluate the added value of an intensive, structured SMBG regimen in T2DM patients treated with oral agents and/or diet alone (Fig. 1)....Participants will be recruited from 39 clinical sites in Italy, including diabetes outpatient clinics affiliated with academic institutions and hospitals of the Italian National Health Care System....The primary endpoints will be managed using a “sequence of comparisons” approach: step 1—shows that the ISM is superior to the AC group in the first co-primary endpoint; and step 2—shows that the ISM is superior to the AC in the second co-primary endpoint....### Sample size Five hundred participants in each group (1,000 total) will be required to have an approximate 90% probability of detecting as significant (at the two-sided 5% level) a 0.3% difference between the ISM and AC group in the mean HbA1c change at visit 5 compared to baseline, with an assumed standard deviation of 1.25% and a loss to follow-up of 25%. This sample size will also provide 85% power to show an 11% difference between the two groups in percentage of subjects reaching or maintaining the risk target (LBGI ≤2.5 and HBGI ≤5), considering 50% of subjects arriving to target in the standard group....A computer generated randomization list prepared by a statistician and unknown to the investigators at the clinical sites will be used....A computer random number generator was used to select random permuted blocks of size 4. Randomization will be stratified by the diabetes treatment regimens of participants at the time of enrollment (diet only, or diet plus diabetes medications)....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Superiority,No
10,Results,PMC3781531,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3781531/,"...We conducted a study to evaluate the added value of an intensive, structured SMBG regimen in a population of patients with relatively well-controlled type 2 diabetes treated with oral agents or diet or both....This was a 12-month, prospective, multicenter, open-label, parallel-group, randomized, controlled clinical trial; the full protocol was previously reported (16)....The trial was conducted at 39 diabetes clinics in Italy....Allocation ratio was 1:1. A computerized random number generator was used to select random permuted blocks of four....Randomization was stratified by the diabetes treatment at enrollment (diet only or diet plus diabetes medications)....Five hundred patients in each group were needed to achieve 90% power to detect a significant (at the two-sided 5% level) 0.3% difference between the ISM and AC groups in the mean HbA1c change at month 12 compared with baseline, assuming a 1.25% SD and 25% attrition (28)....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Equivalence ,No
11,Protocol,PMC6112404,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6112404/,"...* Strengths include the stratified randomisation, double-blind placebo-controlled design and being a multicenter trial....### Hypothesis In a randomised set-up, we test the hypothesis that supplementation with MK-7 (720 µg/day) and vitamin D (25 µg/day) in comparison with placebo will half the progression of further AVC in patients with substantial valve calcification, but without aortic valve stenosis....In AVADEC, half of the patients are randomised to supplementation with MK-7 (720 µg/day) including the recommended daily dose of vitamin D (25 µg/day) and the other half to placebo treatment (no active treatment)....### Sample size We are planning a study of a continuous response variable from independent control and experimental subjects with one control per experimental subject. The mean annual AVC progression is unknown, but based on data from 37 subjects of the DANCAVAS study, we estimate the progression to be 100 units in 2 years with a joint SD of 67 units. We expect that the treatment will reduce the AVC progression by 20% (ie, to 80), leading to the inclusion of 177 experimental subjects and 177 control subjects to be able to reject the null hypothesis that the population means of the experimental and control groups are equal with probability (power) 0.8. The type I error probability associated with this test of this null hypothesis is 0.05. Accordingly, 354 subjects are needed, but in order to account for dropout, 400 patients will be included. #### Interim analysis The sample size is based on 2 years of treatment....The number of patients to be included in this study is unaffected by the decision to prolong treatment by 6 months or not. ### Stratified randomisation Subjects will be randomised 1:1 after stratification for site (OUH, Svendborg Hospital, Vejle Hospital or Silkeborg Hospital) and AVC score (300–599 or ≥600). Each site will be provided with sequentially numbered, opaque and sealed envelopes containing randomly generated treatment allocations....",Individual persons ,Stratification,Parallel ,Single factors,Equivalence ,Yes
